项目链接,项目名称,高亮词
https://ai.gitcode.com/hf_mirrors/deepseek-ai/DeepSeek-V2.5,deepseek-ai/DeepSeek-V2.5,指令遵循
https://ai.gitcode.com/hf_mirrors/deepseek-ai/DeepSeek-V2.5,deepseek-ai/DeepSeek-V2.5,文本生成
https://ai.gitcode.com/hf_mirrors/QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack/Wan2.2-T2V-A14B-GGUF,Wan2.2-T2V-A14B
https://ai.gitcode.com/hf_mirrors/QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack/Wan2.2-T2V-A14B-GGUF,文生视频
https://ai.gitcode.com/hf_mirrors/QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack/Wan2.2-T2V-A14B-GGUF,ComfyUI
https://ai.gitcode.com/hf_mirrors/QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack/Wan2.2-T2V-A14B-GGUF,量化模型
https://ai.gitcode.com/hf_mirrors/QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack/Wan2.2-T2V-A14B-GGUF,GGUF
https://ai.gitcode.com/hf_mirrors/QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack/Wan2.2-T2V-A14B-GGUF,Apache-License-2.0
https://ai.gitcode.com/hf_mirrors/deepseek-ai/JanusFlow-1.3B,deepseek-ai/JanusFlow-1.3B,JanusFlow
https://ai.gitcode.com/hf_mirrors/deepseek-ai/JanusFlow-1.3B,deepseek-ai/JanusFlow-1.3B,修正流
https://ai.gitcode.com/hf_mirrors/deepseek-ai/JanusFlow-1.3B,deepseek-ai/JanusFlow-1.3B,图像生成
https://ai.gitcode.com/hf_mirrors/deepseek-ai/JanusFlow-1.3B,deepseek-ai/JanusFlow-1.3B,图像理解
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,DeBERTa-v3-large
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,DeBERTa
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,PyTorch
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,HuggingFace
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,文本分类
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,问答系统
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,掩码语言模型
https://ai.gitcode.com/hf_mirrors/google/pegasus-xsum,google/pegasus-xsum,Pegasus
https://ai.gitcode.com/hf_mirrors/google/pegasus-xsum,google/pegasus-xsum,文本摘要
https://ai.gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,Whisper-tiny.en
https://ai.gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,英语语音识别
https://ai.gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,39M参数
https://ai.gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,自动语音识别
https://ai.gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,Safetensors
https://ai.gitcode.com/hf_mirrors/Wan-AI/Wan2.2-TI2V-5B,Wan-AI/Wan2.2-TI2V-5B,Wan2.2
https://ai.gitcode.com/hf_mirrors/Wan-AI/Wan2.2-TI2V-5B,Wan-AI/Wan2.2-TI2V-5B,图生视频
https://ai.gitcode.com/hf_mirrors/Wan-AI/Wan2.2-TI2V-5B,Wan-AI/Wan2.2-TI2V-5B,MoE架构
https://ai.gitcode.com/hf_mirrors/Wan-AI/Wan2.2-TI2V-5B,Wan-AI/Wan2.2-TI2V-5B,5B参数
https://ai.gitcode.com/hf_mirrors/gilf/french-camembert-postag-model,gilf/french-camembert-postag-model,french-camembert-postag-model
https://ai.gitcode.com/hf_mirrors/gilf/french-camembert-postag-model,gilf/french-camembert-postag-model,法语词性标注
https://ai.gitcode.com/hf_mirrors/gilf/french-camembert-postag-model,gilf/french-camembert-postag-model,CamemBERT
https://ai.gitcode.com/hf_mirrors/gilf/french-camembert-postag-model,gilf/french-camembert-postag-model,词性标注
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KwaiCoder-AutoThink-preview,Kwaipilot/KwaiCoder-AutoThink-preview,KwaiCoder-AutoThink-preview
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KwaiCoder-AutoThink-preview,Kwaipilot/KwaiCoder-AutoThink-preview,AutoThink
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KwaiCoder-AutoThink-preview,Kwaipilot/KwaiCoder-AutoThink-preview,StepSRPO
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KwaiCoder-AutoThink-preview,Kwaipilot/KwaiCoder-AutoThink-preview,Agentic-Data
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KwaiCoder-AutoThink-preview,Kwaipilot/KwaiCoder-AutoThink-preview,KD-MTP
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KwaiCoder-AutoThink-preview,Kwaipilot/KwaiCoder-AutoThink-preview,动态调整推理深度
https://ai.gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,TabPFNMix
https://ai.gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,Tabular-Regression
https://ai.gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,上下文学习
https://ai.gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,AutoGluon
https://ai.gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,合成数据预训练
https://ai.gitcode.com/hf_mirrors/dandelin/vilt-b32-finetuned-vqa,dandelin/vilt-b32-finetuned-vqa,ViLT
https://ai.gitcode.com/hf_mirrors/dandelin/vilt-b32-finetuned-vqa,dandelin/vilt-b32-finetuned-vqa,视觉问答
https://ai.gitcode.com/hf_mirrors/dandelin/vilt-b32-finetuned-vqa,dandelin/vilt-b32-finetuned-vqa,VQA模型
https://ai.gitcode.com/hf_mirrors/keras-io/TF_Decision_Trees,keras-io/TF_Decision_Trees,TF-Decision-Trees
https://ai.gitcode.com/hf_mirrors/keras-io/TF_Decision_Trees,keras-io/TF_Decision_Trees,梯度提升树
https://ai.gitcode.com/hf_mirrors/keras-io/TF_Decision_Trees,keras-io/TF_Decision_Trees,结构化数据分类
https://ai.gitcode.com/hf_mirrors/keras-io/TF_Decision_Trees,keras-io/TF_Decision_Trees,Keras预处理层
https://ai.gitcode.com/hf_mirrors/keras-io/TF_Decision_Trees,keras-io/TF_Decision_Trees,决策森林模型
https://ai.gitcode.com/hf_mirrors/keras-io/TF_Decision_Trees,keras-io/TF_Decision_Trees,US-Census-Income-Dataset
https://ai.gitcode.com/hf_mirrors/Falconsai/text_summarization,Falconsai/text_summarization,Falconsai
https://ai.gitcode.com/hf_mirrors/Falconsai/text_summarization,Falconsai/text_summarization,摘要生成
https://ai.gitcode.com/hf_mirrors/Falconsai/text_summarization,Falconsai/text_summarization,微调模型
https://ai.gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,VideoScore-v1.1
https://ai.gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,视频质量评估
https://ai.gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,多模态视频评估
https://ai.gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,48帧处理
https://ai.gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,文生视频评估
https://ai.gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,BlenderLLM
https://ai.gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,CAD助手
https://ai.gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,Text-to-3D
https://ai.gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,自我改进训练
https://ai.gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,Blender-bpy
https://ai.gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,3D建模AI
https://ai.gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,MiniCPM-V
https://ai.gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,OmniLMM-3B
https://ai.gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,双语交互
https://ai.gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,实时视频理解
https://ai.gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,3B参数
https://ai.gitcode.com/hf_mirrors/pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcolocautotrain-dragino-7-7-max495m
https://ai.gitcode.com/hf_mirrors/pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcoloc/autotrain-dragino-7-7-max_495m-1860863627,单列回归
https://ai.gitcode.com/hf_mirrors/pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcoloc/autotrain-dragino-7-7-max_495m-1860863627,Joblib
https://ai.gitcode.com/hf_mirrors/pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcoloc/autotrain-dragino-7-7-max_495m-1860863627,Transformers
https://ai.gitcode.com/hf_mirrors/city96/Wan2.1-I2V-14B-480P-gguf,city96/Wan2.1-I2V-14B-480P-gguf,Wan2.1-I2V-14B-480P
https://ai.gitcode.com/hf_mirrors/city96/Wan2.1-I2V-14B-480P-gguf,city96/Wan2.1-I2V-14B-480P-gguf,图像转视频
https://ai.gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,DUSt3R
https://ai.gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,几何三维视觉
https://ai.gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,图像转3D
https://ai.gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,ViT-Large
https://ai.gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,512分辨率
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,bge-reranker-v2-m3
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,多语言重排序
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,BGE重排序
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,本地部署重排序
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,相关性打分
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,轻量级重排序器
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,Sigmoid映射
https://ai.gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,HumAware-VAD
https://ai.gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,哼唱感知VAD
https://ai.gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,实时语音活动检测
https://ai.gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,HumSpeechBlend数据集
https://ai.gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,TorchScript模型
https://ai.gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,PyTorch实现
https://ai.gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,Apriel-1.5-15b-Thinker
https://ai.gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,多模态推理
https://ai.gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,文本推理
https://ai.gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,图像推理
https://ai.gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,150亿参数
https://ai.gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,单块GPU运行
https://ai.gitcode.com/hf_mirrors/openbmb/MiniCPM-Llama3-V-2_5-int4,openbmb/MiniCPM-Llama3-V-2_5-int4,MiniCPM
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,BGE-small-en-v1.5
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,句子相似度
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,特征提取
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,sentence-transformers
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,dense-retrieval
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,MIT许可证
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,C-MTEB
https://ai.gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,BGE-base
https://ai.gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,检索增强
https://ai.gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,文本嵌入
https://ai.gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,向量检索
https://ai.gitcode.com/hf_mirrors/nvidia/Cosmos-Reason1-7B,nvidia/Cosmos-Reason1-7B,Cosmos-Reason1
https://ai.gitcode.com/hf_mirrors/nvidia/Cosmos-Reason1-7B,nvidia/Cosmos-Reason1-7B,物理常识推理
https://ai.gitcode.com/hf_mirrors/nvidia/Cosmos-Reason1-7B,nvidia/Cosmos-Reason1-7B,嵌入式推理
https://ai.gitcode.com/hf_mirrors/nvidia/Cosmos-Reason1-7B,nvidia/Cosmos-Reason1-7B,时空理解
https://ai.gitcode.com/hf_mirrors/nvidia/Cosmos-Reason1-7B,nvidia/Cosmos-Reason1-7B,机器人规划模型
https://ai.gitcode.com/hf_mirrors/nvidia/Cosmos-Reason1-7B,nvidia/Cosmos-Reason1-7B,视觉语言模型
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,智谱AI
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,GUI智能体
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,视频理解
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,文档理解
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,SOTA性能
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,开源模型
https://ai.gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,RolmOCR
https://ai.gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,文档OCR
https://ai.gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,AI文档解析
https://ai.gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,轻量化OCR
https://ai.gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,SWE-Dev-9B
https://ai.gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,软件工程任务
https://ai.gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,开源智能体
https://ai.gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,训练数据规模扩展
https://ai.gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,推理规模扩展
https://ai.gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,9B参数
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,32B参数
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,智能对话
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,深度思考
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,反刍思考
https://ai.gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,LLaVA-NeXT-Video
https://ai.gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,视频对话
https://ai.gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,多模态视频模型
https://ai.gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,DPO微调
https://ai.gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,视频指令跟随
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,ColSmol
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,视觉检索模型
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,ColBERT策略
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,256M参数
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,文档检索
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,LoRA微调
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,PyTorch部署
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-Z1-32B-0414,THUDM/GLM-Z1-32B-0414,反刍模型
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-Z1-32B-0414,THUDM/GLM-Z1-32B-0414,函数调用
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V-FP8,zai-org/GLM-4.5V-FP8,思考模式
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V-FP8,zai-org/GLM-4.5V-FP8,视觉定位
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V-FP8,zai-org/GLM-4.5V-FP8,长文档解析
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V-FP8,zai-org/GLM-4.5V-FP8,FP8量化
https://ai.gitcode.com/hf_mirrors/sshleifer/distilbart-xsum-12-6,sshleifer/distilbart-xsum-12-6,DistilBART
https://ai.gitcode.com/hf_mirrors/sshleifer/distilbart-xsum-12-6,sshleifer/distilbart-xsum-12-6,12-6蒸馏
https://ai.gitcode.com/hf_mirrors/sshleifer/distilbart-xsum-12-6,sshleifer/distilbart-xsum-12-6,306M参数
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,consistency-model
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,单步生成
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,图像修复
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,超分辨率
https://ai.gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,cross-encodernli-deberta-v3-large
https://ai.gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,Natural-Language-Inference
https://ai.gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,Zero-Shot-Classification
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,YOLOS-small
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,目标检测
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,COCO-2017
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,小尺寸模型
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,二分匹配
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,Hungarian匹配
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,Cogito-v2
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,109B-MoE架构
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,自我反思推理
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,STEM辅助
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,长上下文模型
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,IDA训练
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,多语言AI助手
https://ai.gitcode.com/hf_mirrors/diffusers/stable-diffusion-xl-1.0-inpainting-0.1,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,SD-XL
https://ai.gitcode.com/hf_mirrors/diffusers/stable-diffusion-xl-1.0-inpainting-0.1,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,1024分辨率
https://ai.gitcode.com/hf_mirrors/diffusers/stable-diffusion-xl-1.0-inpainting-0.1,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,Diffusers
https://ai.gitcode.com/hf_mirrors/diffusers/stable-diffusion-xl-1.0-inpainting-0.1,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,fp16量化
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,通义千问
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,阿里大模型
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,实时音视频交互
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,流式语音生成
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,AWQ量化模型
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,Any-to-Any
https://ai.gitcode.com/hf_mirrors/facebook/dinov2-giant,facebook/dinov2-giant,DINOv2-giant
https://ai.gitcode.com/hf_mirrors/facebook/dinov2-giant,facebook/dinov2-giant,自监督视觉特征
https://ai.gitcode.com/hf_mirrors/facebook/dinov2-giant,facebook/dinov2-giant,视觉变换器
https://ai.gitcode.com/hf_mirrors/facebook/dinov2-giant,facebook/dinov2-giant,图像特征提取
