项目链接,项目名称,高亮词
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,文档理解
https://ai.gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,nli-deberta-v3-large
https://ai.gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,自然语言推理
https://ai.gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,sentence-transformers
https://ai.gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,多模态推理
https://ai.gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,92.20准确率
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,YOLOS
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,目标检测
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,COCO2017数据集
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,二分匹配损失
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,小尺寸模型
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,HuggingFace模型库
https://ai.gitcode.com/hf_mirrors/unsloth/gemma-3-270m-it-qat-GGUF,unsloth/gemma-3-270m-it-qat-GGUF,Gemma-3-270m
https://ai.gitcode.com/hf_mirrors/unsloth/gemma-3-270m-it-qat-GGUF,unsloth/gemma-3-270m-it-qat-GGUF,Unsloth
https://ai.gitcode.com/hf_mirrors/unsloth/gemma-3-270m-it-qat-GGUF,unsloth/gemma-3-270m-it-qat-GGUF,270M参数
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,diffusers-ctimagenet64
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,consistency-model
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,generative-model
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,unconditional-image-generation
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,图像超分辨率
https://ai.gitcode.com/hf_mirrors/unsloth/Qwen3-4B-Instruct-2507-GGUF,unsloth/Qwen3-4B-Instruct-2507-GGUF,通义千问
https://ai.gitcode.com/hf_mirrors/unsloth/Qwen3-4B-Instruct-2507-GGUF,unsloth/Qwen3-4B-Instruct-2507-GGUF,阿里大模型
https://ai.gitcode.com/hf_mirrors/unsloth/Qwen3-4B-Instruct-2507-GGUF,unsloth/Qwen3-4B-Instruct-2507-GGUF,Qwen3-4B
https://ai.gitcode.com/hf_mirrors/unsloth/Qwen3-4B-Instruct-2507-GGUF,unsloth/Qwen3-4B-Instruct-2507-GGUF,4B参数
https://ai.gitcode.com/hf_mirrors/unsloth/Qwen3-4B-Instruct-2507-GGUF,unsloth/Qwen3-4B-Instruct-2507-GGUF,逻辑推理
https://ai.gitcode.com/hf_mirrors/unsloth/Qwen3-4B-Instruct-2507-GGUF,unsloth/Qwen3-4B-Instruct-2507-GGUF,长文本理解
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,流式语音生成
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,AWQ量化模型
https://ai.gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,Any-to-Any
https://ai.gitcode.com/hf_mirrors/amazon/chronos-bolt-tiny,amazon/chronos-bolt-tiny,Chronos-Bolt
https://ai.gitcode.com/hf_mirrors/amazon/chronos-bolt-tiny,amazon/chronos-bolt-tiny,Chronos-Bolt-Tiny
https://ai.gitcode.com/hf_mirrors/amazon/chronos-bolt-tiny,amazon/chronos-bolt-tiny,时间序列预测
https://ai.gitcode.com/hf_mirrors/amazon/chronos-bolt-tiny,amazon/chronos-bolt-tiny,零样本预测
https://ai.gitcode.com/hf_mirrors/amazon/chronos-bolt-tiny,amazon/chronos-bolt-tiny,基础模型
https://ai.gitcode.com/hf_mirrors/amazon/chronos-bolt-tiny,amazon/chronos-bolt-tiny,时间序列基础模型
https://ai.gitcode.com/hf_mirrors/amazon/chronos-bolt-tiny,amazon/chronos-bolt-tiny,预训练模型
