项目链接,项目名称,高亮词,gitcode_repo
https://ai.gitcode.com/hf_mirrors/deepseek-ai/JanusFlow-1.3B,deepseek-ai/JanusFlow-1.3B,修正流,4629726
https://ai.gitcode.com/hf_mirrors/deepseek-ai/JanusFlow-1.3B,deepseek-ai/JanusFlow-1.3B,图像生成,4629726
https://ai.gitcode.com/hf_mirrors/deepseek-ai/JanusFlow-1.3B,deepseek-ai/JanusFlow-1.3B,图像理解,4629726
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,DeBERTa-v3-large,7258290
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,DeBERTa,7258290
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,PyTorch,7258290
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,HuggingFace,7258290
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,文本分类,7258290
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,问答系统,7258290
https://ai.gitcode.com/hf_mirrors/microsoft/deberta-v3-large,microsoft/deberta-v3-large,掩码语言模型,7258290
https://ai.gitcode.com/hf_mirrors/google/pegasus-xsum,google/pegasus-xsum,Pegasus,4541080
https://ai.gitcode.com/hf_mirrors/google/pegasus-xsum,google/pegasus-xsum,文本摘要,4541080
https://ai.gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,Whisper-tiny.en,7273311
https://ai.gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,英语语音识别,7273311
https://ai.gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,39M参数,7273311
https://ai.gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,自动语音识别,7273311
https://ai.gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,Safetensors,7273311
https://ai.gitcode.com/hf_mirrors/Wan-AI/Wan2.2-TI2V-5B,Wan-AI/Wan2.2-TI2V-5B,Wan2.2,7246460
https://ai.gitcode.com/hf_mirrors/Wan-AI/Wan2.2-TI2V-5B,Wan-AI/Wan2.2-TI2V-5B,图生视频,7246460
https://ai.gitcode.com/hf_mirrors/Wan-AI/Wan2.2-TI2V-5B,Wan-AI/Wan2.2-TI2V-5B,MoE架构,7246460
https://ai.gitcode.com/hf_mirrors/Wan-AI/Wan2.2-TI2V-5B,Wan-AI/Wan2.2-TI2V-5B,5B参数,7246460
https://ai.gitcode.com/hf_mirrors/gilf/french-camembert-postag-model,gilf/french-camembert-postag-model,french-camembert-postag-model,5343152
https://ai.gitcode.com/hf_mirrors/gilf/french-camembert-postag-model,gilf/french-camembert-postag-model,法语词性标注,5343152
https://ai.gitcode.com/hf_mirrors/gilf/french-camembert-postag-model,gilf/french-camembert-postag-model,CamemBERT,5343152
https://ai.gitcode.com/hf_mirrors/gilf/french-camembert-postag-model,gilf/french-camembert-postag-model,词性标注,5343152
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KwaiCoder-AutoThink-preview,Kwaipilot/KwaiCoder-AutoThink-preview,KwaiCoder-AutoThink-preview,7280578
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KwaiCoder-AutoThink-preview,Kwaipilot/KwaiCoder-AutoThink-preview,AutoThink,7280578
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KwaiCoder-AutoThink-preview,Kwaipilot/KwaiCoder-AutoThink-preview,StepSRPO,7280578
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KwaiCoder-AutoThink-preview,Kwaipilot/KwaiCoder-AutoThink-preview,Agentic-Data,7280578
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KwaiCoder-AutoThink-preview,Kwaipilot/KwaiCoder-AutoThink-preview,KD-MTP,7280578
https://ai.gitcode.com/hf_mirrors/Kwaipilot/KwaiCoder-AutoThink-preview,Kwaipilot/KwaiCoder-AutoThink-preview,动态调整推理深度,7280578
https://ai.gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,TabPFNMix,5343016
https://ai.gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,Tabular-Regression,5343016
https://ai.gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,上下文学习,5343016
https://ai.gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,AutoGluon,5343016
https://ai.gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,合成数据预训练,5343016
https://ai.gitcode.com/hf_mirrors/dandelin/vilt-b32-finetuned-vqa,dandelin/vilt-b32-finetuned-vqa,ViLT,4541051
https://ai.gitcode.com/hf_mirrors/dandelin/vilt-b32-finetuned-vqa,dandelin/vilt-b32-finetuned-vqa,视觉问答,4541051
https://ai.gitcode.com/hf_mirrors/dandelin/vilt-b32-finetuned-vqa,dandelin/vilt-b32-finetuned-vqa,VQA模型,4541051
https://ai.gitcode.com/hf_mirrors/keras-io/TF_Decision_Trees,keras-io/TF_Decision_Trees,TF-Decision-Trees,5343007
https://ai.gitcode.com/hf_mirrors/keras-io/TF_Decision_Trees,keras-io/TF_Decision_Trees,梯度提升树,5343007
https://ai.gitcode.com/hf_mirrors/keras-io/TF_Decision_Trees,keras-io/TF_Decision_Trees,结构化数据分类,5343007
https://ai.gitcode.com/hf_mirrors/keras-io/TF_Decision_Trees,keras-io/TF_Decision_Trees,Keras预处理层,5343007
https://ai.gitcode.com/hf_mirrors/keras-io/TF_Decision_Trees,keras-io/TF_Decision_Trees,决策森林模型,5343007
https://ai.gitcode.com/hf_mirrors/keras-io/TF_Decision_Trees,keras-io/TF_Decision_Trees,US-Census-Income-Dataset,5343007
https://ai.gitcode.com/hf_mirrors/Falconsai/text_summarization,Falconsai/text_summarization,Falconsai,5342825
https://ai.gitcode.com/hf_mirrors/Falconsai/text_summarization,Falconsai/text_summarization,摘要生成,5342825
https://ai.gitcode.com/hf_mirrors/Falconsai/text_summarization,Falconsai/text_summarization,微调模型,5342825
https://ai.gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,VideoScore-v1.1,5343373
https://ai.gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,视频质量评估,5343373
https://ai.gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,多模态视频评估,5343373
https://ai.gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,48帧处理,5343373
https://ai.gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,文生视频评估,5343373
https://ai.gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,BlenderLLM,5344114
https://ai.gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,CAD助手,5344114
https://ai.gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,Text-to-3D,5344114
https://ai.gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,自我改进训练,5344114
https://ai.gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,Blender-bpy,5344114
https://ai.gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,3D建模AI,5344114
https://ai.gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,MiniCPM-V,5343692
https://ai.gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,OmniLMM-3B,5343692
https://ai.gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,双语交互,5343692
https://ai.gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,实时视频理解,5343692
https://ai.gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,3B参数,5343692
https://ai.gitcode.com/hf_mirrors/pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcolocautotrain-dragino-7-7-max495m,5343047
https://ai.gitcode.com/hf_mirrors/pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcoloc/autotrain-dragino-7-7-max_495m-1860863627,单列回归,5343047
https://ai.gitcode.com/hf_mirrors/pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcoloc/autotrain-dragino-7-7-max_495m-1860863627,Joblib,5343047
https://ai.gitcode.com/hf_mirrors/pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcoloc/autotrain-dragino-7-7-max_495m-1860863627,Transformers,5343047
https://ai.gitcode.com/hf_mirrors/city96/Wan2.1-I2V-14B-480P-gguf,city96/Wan2.1-I2V-14B-480P-gguf,Wan2.1-I2V-14B-480P,5357128
https://ai.gitcode.com/hf_mirrors/city96/Wan2.1-I2V-14B-480P-gguf,city96/Wan2.1-I2V-14B-480P-gguf,图像转视频,5357128
https://ai.gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,DUSt3R,5344261
https://ai.gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,几何三维视觉,5344261
https://ai.gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,图像转3D,5344261
https://ai.gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,ViT-Large,5344261
https://ai.gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,512分辨率,5344261
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,bge-reranker-v2-m3,4443747
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,多语言重排序,4443747
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,BGE重排序,4443747
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,本地部署重排序,4443747
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,相关性打分,4443747
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,轻量级重排序器,4443747
https://ai.gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,Sigmoid映射,4443747
https://ai.gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,HumAware-VAD,5357835
https://ai.gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,哼唱感知VAD,5357835
https://ai.gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,实时语音活动检测,5357835
https://ai.gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,HumSpeechBlend数据集,5357835
https://ai.gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,TorchScript模型,5357835
https://ai.gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,PyTorch实现,5357835
https://ai.gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,Apriel-1.5-15b-Thinker,7723247
https://ai.gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,多模态推理,7723247
https://ai.gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,文本推理,7723247
https://ai.gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,图像推理,7723247
https://ai.gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,150亿参数,7723247
https://ai.gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,单块GPU运行,7723247
https://ai.gitcode.com/hf_mirrors/openbmb/MiniCPM-Llama3-V-2_5-int4,openbmb/MiniCPM-Llama3-V-2_5-int4,MiniCPM,5343456
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,BGE-small-en-v1.5,4443738
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,句子相似度,4443738
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,特征提取,4443738
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,sentence-transformers,4443738
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,dense-retrieval,4443738
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,MIT许可证,4443738
https://ai.gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,C-MTEB,4443738
https://ai.gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,BGE-base,4443736
https://ai.gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,检索增强,4443736
https://ai.gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,文本嵌入,4443736
https://ai.gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,向量检索,4443736
https://ai.gitcode.com/hf_mirrors/nvidia/Cosmos-Reason1-7B,nvidia/Cosmos-Reason1-7B,Cosmos-Reason1,5670630
https://ai.gitcode.com/hf_mirrors/nvidia/Cosmos-Reason1-7B,nvidia/Cosmos-Reason1-7B,物理常识推理,5670630
https://ai.gitcode.com/hf_mirrors/nvidia/Cosmos-Reason1-7B,nvidia/Cosmos-Reason1-7B,嵌入式推理,5670630
https://ai.gitcode.com/hf_mirrors/nvidia/Cosmos-Reason1-7B,nvidia/Cosmos-Reason1-7B,时空理解,5670630
https://ai.gitcode.com/hf_mirrors/nvidia/Cosmos-Reason1-7B,nvidia/Cosmos-Reason1-7B,机器人规划模型,5670630
https://ai.gitcode.com/hf_mirrors/nvidia/Cosmos-Reason1-7B,nvidia/Cosmos-Reason1-7B,视觉语言模型,5670630
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,智谱AI,7352273
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,GUI智能体,7352273
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,视频理解,7352273
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,文档理解,7352273
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,SOTA性能,7352273
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V,zai-org/GLM-4.5V,开源模型,7352273
https://ai.gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,RolmOCR,5415291
https://ai.gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,文档OCR,5415291
https://ai.gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,AI文档解析,5415291
https://ai.gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,轻量化OCR,5415291
https://ai.gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,SWE-Dev-9B,5687738
https://ai.gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,软件工程任务,5687738
https://ai.gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,开源智能体,5687738
https://ai.gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,训练数据规模扩展,5687738
https://ai.gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,推理规模扩展,5687738
https://ai.gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,9B参数,5687738
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,32B参数,5420496
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,智能对话,5420496
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,深度思考,5420496
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,反刍思考,5420496
https://ai.gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,LLaVA-NeXT-Video,5414074
https://ai.gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,视频对话,5414074
https://ai.gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,多模态视频模型,5414074
https://ai.gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,DPO微调,5414074
https://ai.gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,视频指令跟随,5414074
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,ColSmol,5413832
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,视觉检索模型,5413832
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,ColBERT策略,5413832
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,256M参数,5413832
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,文档检索,5413832
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,LoRA微调,5413832
https://ai.gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,PyTorch部署,5413832
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-Z1-32B-0414,THUDM/GLM-Z1-32B-0414,反刍模型,5420494
https://ai.gitcode.com/hf_mirrors/THUDM/GLM-Z1-32B-0414,THUDM/GLM-Z1-32B-0414,函数调用,5420494
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V-FP8,zai-org/GLM-4.5V-FP8,思考模式,7361945
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V-FP8,zai-org/GLM-4.5V-FP8,视觉定位,7361945
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V-FP8,zai-org/GLM-4.5V-FP8,长文档解析,7361945
https://ai.gitcode.com/hf_mirrors/zai-org/GLM-4.5V-FP8,zai-org/GLM-4.5V-FP8,FP8量化,7361945
https://ai.gitcode.com/hf_mirrors/sshleifer/distilbart-xsum-12-6,sshleifer/distilbart-xsum-12-6,DistilBART,5691679
https://ai.gitcode.com/hf_mirrors/sshleifer/distilbart-xsum-12-6,sshleifer/distilbart-xsum-12-6,12-6蒸馏,5691679
https://ai.gitcode.com/hf_mirrors/sshleifer/distilbart-xsum-12-6,sshleifer/distilbart-xsum-12-6,306M参数,5691679
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,consistency-model,7363733
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,单步生成,7363733
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,图像修复,7363733
https://ai.gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,超分辨率,7363733
https://ai.gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,cross-encodernli-deberta-v3-large,5421754
https://ai.gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,Natural-Language-Inference,5421754
https://ai.gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,Zero-Shot-Classification,5421754
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,YOLOS-small,5420559
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,目标检测,5420559
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,COCO-2017,5420559
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,小尺寸模型,5420559
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,二分匹配,5420559
https://ai.gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,Hungarian匹配,5420559
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,Cogito-v2,7361994
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,109B-MoE架构,7361994
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,自我反思推理,7361994
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,STEM辅助,7361994
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,长上下文模型,7361994
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,IDA训练,7361994
https://ai.gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,多语言AI助手,7361994
https://ai.gitcode.com/hf_mirrors/diffusers/stable-diffusion-xl-1.0-inpainting-0.1,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,SD-XL,4069524
https://ai.gitcode.com/hf_mirrors/diffusers/stable-diffusion-xl-1.0-inpainting-0.1,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,1024分辨率,4069524
