项目链接,项目名称,高亮词
https://gitcode.com/hf_mirrors/Falconsai/text_summarization,Falconsai/text_summarization,新闻文章摘要
https://gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,OpenAI大模型
https://gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,自动语音识别
https://gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,语音翻译
https://gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,WhisperProcessor集成
https://gitcode.com/hf_mirrors/openai/whisper-tiny.en,openai/whisper-tiny.en,0.04B参数
https://gitcode.com/hf_mirrors/dandelin/vilt-b32-finetuned-vqa,dandelin/vilt-b32-finetuned-vqa,ViLT大模型
https://gitcode.com/hf_mirrors/dandelin/vilt-b32-finetuned-vqa,dandelin/vilt-b32-finetuned-vqa,多模态Transformer
https://gitcode.com/hf_mirrors/dandelin/vilt-b32-finetuned-vqa,dandelin/vilt-b32-finetuned-vqa,视觉问答
https://gitcode.com/hf_mirrors/dandelin/vilt-b32-finetuned-vqa,dandelin/vilt-b32-finetuned-vqa,图像理解
https://gitcode.com/hf_mirrors/dandelin/vilt-b32-finetuned-vqa,dandelin/vilt-b32-finetuned-vqa,VQAv2微调
https://gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,Mantis-8B-Idefics2大模型
https://gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,视频质量评估
https://gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,文本-视频对齐
https://gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,多模态评估模型
https://gitcode.com/hf_mirrors/TIGER-Lab/VideoScore-v1.1,TIGER-Lab/VideoScore-v1.1,VideoFeedback数据集
https://gitcode.com/hf_mirrors/gilf/french-camembert-postag-model,gilf/french-camembert-postag-model,CamemBERT大模型
https://gitcode.com/hf_mirrors/gilf/french-camembert-postag-model,gilf/french-camembert-postag-model,法语词性标注
https://gitcode.com/hf_mirrors/gilf/french-camembert-postag-model,gilf/french-camembert-postag-model,法语NLP
https://gitcode.com/hf_mirrors/gilf/french-camembert-postag-model,gilf/french-camembert-postag-model,词性标注模型
https://gitcode.com/hf_mirrors/QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack大模型
https://gitcode.com/hf_mirrors/QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack/Wan2.2-T2V-A14B-GGUF,Text-to-Video
https://gitcode.com/hf_mirrors/QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack/Wan2.2-T2V-A14B-GGUF,GGUF量化模型
https://gitcode.com/hf_mirrors/QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack/Wan2.2-T2V-A14B-GGUF,ComfyUI集成
https://gitcode.com/hf_mirrors/QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack/Wan2.2-T2V-A14B-GGUF,Apache-License-2.0
https://gitcode.com/hf_mirrors/QuantStack/Wan2.2-T2V-A14B-GGUF,QuantStack/Wan2.2-T2V-A14B-GGUF,T2V技术
https://gitcode.com/hf_mirrors/openbmb/MiniCPM-Llama3-V-2_5-int4,openbmb/MiniCPM-Llama3-V-2_5-int4,MiniCPM大模型
https://gitcode.com/hf_mirrors/openbmb/MiniCPM-Llama3-V-2_5-int4,openbmb/MiniCPM-Llama3-V-2_5-int4,Llama3大模型
https://gitcode.com/hf_mirrors/openbmb/MiniCPM-Llama3-V-2_5-int4,openbmb/MiniCPM-Llama3-V-2_5-int4,int4量化
https://gitcode.com/hf_mirrors/openbmb/MiniCPM-Llama3-V-2_5-int4,openbmb/MiniCPM-Llama3-V-2_5-int4,多模态视觉问答
https://gitcode.com/hf_mirrors/openbmb/MiniCPM-Llama3-V-2_5-int4,openbmb/MiniCPM-Llama3-V-2_5-int4,Huggingface-Transformers集成
https://gitcode.com/hf_mirrors/openbmb/MiniCPM-Llama3-V-2_5-int4,openbmb/MiniCPM-Llama3-V-2_5-int4,9GB显存占用
https://gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,AutoGluon大模型
https://gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,表格回归
https://gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,37M参数
https://gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,上下文学习
https://gitcode.com/hf_mirrors/autogluon/tabpfn-mix-1.0-regressor,autogluon/tabpfn-mix-1.0-regressor,合成数据预训练
https://gitcode.com/hf_mirrors/pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcoloc/autotrain-dragino-7-7-max_495m-1860863627,AutoTrain大模型
https://gitcode.com/hf_mirrors/pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcoloc/autotrain-dragino-7-7-max_495m-1860863627,单列回归
https://gitcode.com/hf_mirrors/pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcoloc/autotrain-dragino-7-7-max_495m-1860863627,Joblib
https://gitcode.com/hf_mirrors/pcoloc/autotrain-dragino-7-7-max_495m-1860863627,pcoloc/autotrain-dragino-7-7-max_495m-1860863627,损失72.730
https://gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,MiniCPM-V大模型
https://gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,终端部署
https://gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,3B参数
https://gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,中英双语交互
https://gitcode.com/hf_mirrors/openbmb/MiniCPM-V,openbmb/MiniCPM-V,SigLip
https://gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,Silero大模型
https://gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,哼唱检测
https://gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,语音活动检测
https://gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,PyTorch实时部署
https://gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,HumSpeechBlend数据集
https://gitcode.com/hf_mirrors/CuriousMonkey7/HumAware-VAD,CuriousMonkey7/HumAware-VAD,VAD模型微调
https://gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,BGE大模型
https://gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,稠密检索
https://gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,文本检索
https://gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,多语言检索
https://gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,长上下文检索
https://gitcode.com/hf_mirrors/BAAI/bge-base-en-v1.5,BAAI/bge-base-en-v1.5,RAG系统
https://gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,BlenderLLM大模型
https://gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,Qwen2.5-Coder大模型
https://gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,CAD设计
https://gitcode.com/hf_mirrors/FreedomIntelligence/BlenderLLM,FreedomIntelligence/BlenderLLM,Text-to-3D
https://gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow大模型
https://gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,多模态推理
https://gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,15B参数
https://gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,单GPU部署
https://gitcode.com/hf_mirrors/ServiceNow-AI/Apriel-1.5-15b-Thinker,ServiceNow-AI/Apriel-1.5-15b-Thinker,企业级AI
https://gitcode.com/hf_mirrors/Wan-AI/Wan2.2-TI2V-5B,Wan-AI/Wan2.2-TI2V-5B,Wan大模型
https://gitcode.com/hf_mirrors/Wan-AI/Wan2.2-TI2V-5B,Wan-AI/Wan2.2-TI2V-5B,MoE架构
https://gitcode.com/hf_mirrors/Wan-AI/Wan2.2-TI2V-5B,Wan-AI/Wan2.2-TI2V-5B,图生视频
https://gitcode.com/hf_mirrors/Wan-AI/Wan2.2-TI2V-5B,Wan-AI/Wan2.2-TI2V-5B,5B参数
https://gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,BAAI大模型
https://gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,文本相似度排序
https://gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,轻量级
https://gitcode.com/hf_mirrors/BAAI/bge-reranker-v2-m3,BAAI/bge-reranker-v2-m3,多语言处理
https://gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,FlagEmbedding大模型
https://gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,Dense-Retrieval
https://gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,长文本向量化
https://gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,ONNX部署
https://gitcode.com/hf_mirrors/BAAI/bge-small-en-v1.5,BAAI/bge-small-en-v1.5,MTEB基准评测
https://gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,DUSt3R大模型
https://gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,ViT-Large架构
https://gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,图像到3D生成
https://gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,ComfyUI部署
https://gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,512分辨率推理
https://gitcode.com/hf_mirrors/naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,naver/DUSt3R_ViTLarge_BaseDecoder_512_dpt,几何三维视觉
https://gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,LLaVA大模型
https://gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,Vicuna大模型
https://gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,多模态指令微调
https://gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,视频-文本对齐
https://gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,7B参数
https://gitcode.com/hf_mirrors/lmms-lab/LLaVA-NeXT-Video-7B-DPO,lmms-lab/LLaVA-NeXT-Video-7B-DPO,HuggingFace-Transformers部署
https://gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,Qwen2.5-VL大模型
https://gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,文档OCR
https://gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,vLLM部署
https://gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,多模态OCR
https://gitcode.com/hf_mirrors/reducto/RolmOCR,reducto/RolmOCR,轻量化OCR模型
https://gitcode.com/hf_mirrors/sshleifer/distilbart-xsum-12-6,sshleifer/distilbart-xsum-12-6,DistilBART大模型
https://gitcode.com/hf_mirrors/sshleifer/distilbart-xsum-12-6,sshleifer/distilbart-xsum-12-6,306M参数
https://gitcode.com/hf_mirrors/city96/Wan2.1-I2V-14B-480P-gguf,city96/Wan2.1-I2V-14B-480P-gguf,Wan2.1大模型
https://gitcode.com/hf_mirrors/city96/Wan2.1-I2V-14B-480P-gguf,city96/Wan2.1-I2V-14B-480P-gguf,GGUF格式
https://gitcode.com/hf_mirrors/city96/Wan2.1-I2V-14B-480P-gguf,city96/Wan2.1-I2V-14B-480P-gguf,Image-to-Video
https://gitcode.com/hf_mirrors/city96/Wan2.1-I2V-14B-480P-gguf,city96/Wan2.1-I2V-14B-480P-gguf,FP16量化
https://gitcode.com/hf_mirrors/city96/Wan2.1-I2V-14B-480P-gguf,city96/Wan2.1-I2V-14B-480P-gguf,视频生成
https://gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,ColSmolVLM大模型
https://gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,ColBERT策略
https://gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,视觉文档检索
https://gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,低秩适配器LoRA
https://gitcode.com/hf_mirrors/vidore/colSmol-256M,vidore/colSmol-256M,零样本跨语言泛化
https://gitcode.com/hf_mirrors/THUDM/GLM-Z1-32B-0414,THUDM/GLM-Z1-32B-0414,GLM大模型
https://gitcode.com/hf_mirrors/THUDM/GLM-Z1-32B-0414,THUDM/GLM-Z1-32B-0414,32B参数
https://gitcode.com/hf_mirrors/THUDM/GLM-Z1-32B-0414,THUDM/GLM-Z1-32B-0414,深度推理
https://gitcode.com/hf_mirrors/THUDM/GLM-Z1-32B-0414,THUDM/GLM-Z1-32B-0414,函数调用
https://gitcode.com/hf_mirrors/THUDM/GLM-Z1-32B-0414,THUDM/GLM-Z1-32B-0414,数学能力
https://gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,Qwen大模型
https://gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,9B参数
https://gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,SWE-bench
https://gitcode.com/hf_mirrors/THUDM/SWE-Dev-9B,THUDM/SWE-Dev-9B,OpenHands框架
https://gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,Microsoft大模型
https://gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,DeBERTa大模型
https://gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,自然语言推理
https://gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,Sentence-Transformers集成
https://gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,高准确率文本推理
https://gitcode.com/hf_mirrors/cross-encoder/nli-deberta-v3-large,cross-encoder/nli-deberta-v3-large,SNLI与MultiNLI数据集
https://gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,一致性模型
https://gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,无条件图像生成
https://gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,扩散模型蒸馏
https://gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,单步图像生成
https://gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,零样本图像编辑
https://gitcode.com/hf_mirrors/openai/diffusers-ct_imagenet64,openai/diffusers-ct_imagenet64,U-Net架构
https://gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,YOLOS大模型
https://gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,目标检测
https://gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,视觉Transformer
https://gitcode.com/hf_mirrors/hustvl/yolos-small,hustvl/yolos-small,COCO数据集
https://gitcode.com/hf_mirrors/zai-org/GLM-4.5V-FP8,zai-org/GLM-4.5V-FP8,视频理解
https://gitcode.com/hf_mirrors/zai-org/GLM-4.5V-FP8,zai-org/GLM-4.5V-FP8,106B参数
https://gitcode.com/hf_mirrors/zai-org/GLM-4.5V-FP8,zai-org/GLM-4.5V-FP8,视觉语言模型
https://gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,Cogito大模型
https://gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,109B参数
https://gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,自我反思推理模式
https://gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,长上下文1000万token
https://gitcode.com/hf_mirrors/unsloth/cogito-v2-preview-llama-109B-MoE,unsloth/cogito-v2-preview-llama-109B-MoE,代码编写优化
https://gitcode.com/hf_mirrors/unsloth/GLM-4.5-Air,unsloth/GLM-4.5-Air,混合推理
https://gitcode.com/hf_mirrors/unsloth/GLM-4.5-Air,unsloth/GLM-4.5-Air,FP8量化
https://gitcode.com/hf_mirrors/unsloth/GLM-4.5-Air,unsloth/GLM-4.5-Air,智能体应用
https://gitcode.com/hf_mirrors/unsloth/GLM-4.5-Air,unsloth/GLM-4.5-Air,Unsloth-Dynamic-2.0
https://gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,Thinker-Talker架构
https://gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,TMRoPE技术
https://gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,多模态交互
https://gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,AWQ算法量化
https://gitcode.com/hf_mirrors/Qwen/Qwen2.5-Omni-7B-AWQ,Qwen/Qwen2.5-Omni-7B-AWQ,端到端语音指令跟随
https://gitcode.com/hf_mirrors/unsloth/gemma-3-270m-it-qat-GGUF,unsloth/gemma-3-270m-it-qat-GGUF,Gemma大模型
https://gitcode.com/hf_mirrors/unsloth/gemma-3-270m-it-qat-GGUF,unsloth/gemma-3-270m-it-qat-GGUF,Unsloth微调
https://gitcode.com/hf_mirrors/unsloth/gemma-3-270m-it-qat-GGUF,unsloth/gemma-3-270m-it-qat-GGUF,2.7B参数
https://gitcode.com/hf_mirrors/unsloth/gemma-3-270m-it-qat-GGUF,unsloth/gemma-3-270m-it-qat-GGUF,Colab部署
https://gitcode.com/hf_mirrors/THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,代码生成
https://gitcode.com/hf_mirrors/THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,强化学习后训练
https://gitcode.com/hf_mirrors/THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,Ollama部署
https://gitcode.com/hf_mirrors/THUDM/GLM-4-32B-0414,THUDM/GLM-4-32B-0414,深度研究模型
https://gitcode.com/hf_mirrors/facebook/dinov2-giant,facebook/dinov2-giant,DINOv2大模型
https://gitcode.com/hf_mirrors/facebook/dinov2-giant,facebook/dinov2-giant,视觉变换器
https://gitcode.com/hf_mirrors/facebook/dinov2-giant,facebook/dinov2-giant,自监督学习
https://gitcode.com/hf_mirrors/facebook/dinov2-giant,facebook/dinov2-giant,特征提取
https://gitcode.com/hf_mirrors/facebook/dinov2-giant,facebook/dinov2-giant,Safetensors
https://gitcode.com/hf_mirrors/diffusers/stable-diffusion-xl-1.0-inpainting-0.1,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,stable-diffusion-xl大模型
https://gitcode.com/hf_mirrors/diffusers/stable-diffusion-xl-1.0-inpainting-0.1,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,Diffusers
https://gitcode.com/hf_mirrors/diffusers/stable-diffusion-xl-1.0-inpainting-0.1,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,文本到图像生成
https://gitcode.com/hf_mirrors/diffusers/stable-diffusion-xl-1.0-inpainting-0.1,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,图像修复
https://gitcode.com/hf_mirrors/diffusers/stable-diffusion-xl-1.0-inpainting-0.1,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,UNet增加输入通道
https://gitcode.com/hf_mirrors/amazon/chronos-bolt-tiny,amazon/chronos-bolt-tiny,Chronos-Bolt大模型
https://gitcode.com/hf_mirrors/amazon/chronos-bolt-tiny,amazon/chronos-bolt-tiny,T5编码器-解码器架构
https://gitcode.com/hf_mirrors/amazon/chronos-bolt-tiny,amazon/chronos-bolt-tiny,零样本时间序列预测
