项目链接,项目名称,高亮词
https://ai.gitcode.com/ModelEngine/Model-OpenSource-images,ModelEngine/Model-OpenSource-images,一键精调
https://ai.gitcode.com/tencent_hunyuan/HunyuanVideo,tencent_hunyuan/HunyuanVideo,HunyuanVideo
https://ai.gitcode.com/tencent_hunyuan/HunyuanVideo,tencent_hunyuan/HunyuanVideo,文本到视频
https://ai.gitcode.com/tencent_hunyuan/HunyuanVideo,tencent_hunyuan/HunyuanVideo,图像到视频
https://ai.gitcode.com/tencent_hunyuan/HunyuanVideo,tencent_hunyuan/HunyuanVideo,Gradio
https://ai.gitcode.com/tencent_hunyuan/HunyuanVideo,tencent_hunyuan/HunyuanVideo,13B参数
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-21B-A3B-Base-Paddle,paddlepaddle/ERNIE-4.5-21B-A3B-Base-Paddle,文心一言
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-21B-A3B-Base-Paddle,paddlepaddle/ERNIE-4.5-21B-A3B-Base-Paddle,百度大模型
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-21B-A3B-Base-Paddle,paddlepaddle/ERNIE-4.5-21B-A3B-Base-Paddle,MoE架构
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-21B-A3B-Base-Paddle,paddlepaddle/ERNIE-4.5-21B-A3B-Base-Paddle,21B参数
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-Paddle,paddlepaddle/ERNIE-4.5-0.3B-Paddle,文本生成
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-Paddle,paddlepaddle/ERNIE-4.5-0.3B-Paddle,4位量化
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-Paddle,paddlepaddle/ERNIE-4.5-0.3B-Paddle,SFT
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-Base-PT,paddlepaddle/ERNIE-4.5-300B-A47B-Base-PT,文本补全
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-Base-PT,paddlepaddle/ERNIE-4.5-300B-A47B-Base-PT,300B参数
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-Base-PT,paddlepaddle/ERNIE-4.5-300B-A47B-Base-PT,vLLM
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-Base-PT,paddlepaddle/ERNIE-4.5-300B-A47B-Base-PT,FastDeploy
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-28B-A3B-Base-Paddle,paddlepaddle/ERNIE-4.5-VL-28B-A3B-Base-Paddle,28B参数
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-Paddle,paddlepaddle/ERNIE-4.5-300B-A47B-Paddle,47B参数
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-PT,paddlepaddle/ERNIE-4.5-300B-A47B-PT,ERNIE-4.5
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-PT,paddlepaddle/ERNIE-4.5-300B-A47B-PT,多模态异构MoE
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-PT,paddlepaddle/ERNIE-4.5-300B-A47B-PT,模态隔离路由
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-PT,paddlepaddle/ERNIE-4.5-300B-A47B-PT,缩放效率化基础设施
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-PT,paddlepaddle/ERNIE-4.5-300B-A47B-PT,文本MoE后训练模型
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-28B-A3B-Paddle,paddlepaddle/ERNIE-4.5-VL-28B-A3B-Paddle,视觉语言模型
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-28B-A3B-Paddle,paddlepaddle/ERNIE-4.5-VL-28B-A3B-Paddle,跨模态推理
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-28B-A3B-Paddle,paddlepaddle/ERNIE-4.5-VL-28B-A3B-Paddle,PaddlePaddle
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-21B-A3B-PT,paddlepaddle/ERNIE-4.5-21B-A3B-PT,无损量化
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-Base-PT,paddlepaddle/ERNIE-4.5-0.3B-Base-PT,0.3B参数
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-Base-PT,paddlepaddle/ERNIE-4.5-0.3B-Base-PT,统一偏好优化
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-21B-A3B-Base-PT,paddlepaddle/ERNIE-4.5-21B-A3B-Base-PT,2位量化
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-21B-A3B-Base-PT,paddlepaddle/ERNIE-4.5-21B-A3B-Base-PT,多模态推理
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-Paddle,paddlepaddle/ERNIE-4.5-VL-424B-A47B-Paddle,图文理解
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-Paddle,paddlepaddle/ERNIE-4.5-VL-424B-A47B-Paddle,424B参数
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-Paddle,paddlepaddle/ERNIE-4.5-VL-424B-A47B-Paddle,飞桨部署
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-21B-A3B-Paddle,paddlepaddle/ERNIE-4.5-21B-A3B-Paddle,FP8混合精度
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-21B-A3B-Paddle,paddlepaddle/ERNIE-4.5-21B-A3B-Paddle,PaddlePaddle部署
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-Base-Paddle,paddlepaddle/ERNIE-4.5-0.3B-Base-Paddle,异构混合并行主义
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-Base-Paddle,paddlepaddle/ERNIE-4.5-0.3B-Base-Paddle,文本密集型基础模型
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-Base-Paddle,paddlepaddle/ERNIE-4.5-300B-A47B-Base-Paddle,ERNIE-4.5-300B-A47B-Base
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-Base-Paddle,paddlepaddle/ERNIE-4.5-300B-A47B-Base-Paddle,异构MoE
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-Base-Paddle,paddlepaddle/ERNIE-4.5-300B-A47B-Base-Paddle,多模态预训练
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-Base-Paddle,paddlepaddle/ERNIE-4.5-300B-A47B-Base-Paddle,视觉语言理解
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-28B-A3B-PT,paddlepaddle/ERNIE-4.5-VL-28B-A3B-PT,文心4.5-VL
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-28B-A3B-PT,paddlepaddle/ERNIE-4.5-VL-28B-A3B-PT,4比特量化
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-28B-A3B-PT,paddlepaddle/ERNIE-4.5-VL-28B-A3B-PT,思维链推理
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-Paddle,paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-Paddle,异构混合专家
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-Paddle,paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-Paddle,多模态大模型
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-Paddle,paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-Paddle,动态角色切换
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-Paddle,paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-Paddle,分阶段训练
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-Paddle,paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-Paddle,文图相互增强
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-PT,paddlepaddle/ERNIE-4.5-VL-424B-A47B-PT,文心4.5
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-PT,paddlepaddle/ERNIE-4.5-VL-424B-A47B-PT,图像理解
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-PT,paddlepaddle/ERNIE-4.5-VL-424B-A47B-PT,飞桨框架
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-FP8-Paddle,paddlepaddle/ERNIE-4.5-300B-A47B-FP8-Paddle,FP8量化
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-PT,paddlepaddle/ERNIE-4.5-0.3B-PT,ERNIE-4.5-0.3B
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-PT,paddlepaddle/ERNIE-4.5-0.3B-PT,多模态异构MoE预训练
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-PT,paddlepaddle/ERNIE-4.5-0.3B-PT,规模效率化基础设施
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-PT,paddlepaddle/ERNIE-4.5-0.3B-PT,模态特定后训练
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-PT,paddlepaddle/ERNIE-4.5-0.3B-PT,文本密集型
https://ai.gitcode.com/saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,puncct-transformer
https://ai.gitcode.com/saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,中文标点预测
https://ai.gitcode.com/saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,FunASR
https://ai.gitcode.com/saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,可控时延标点
https://ai.gitcode.com/saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,语音识别后处理
https://ai.gitcode.com/saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,纯文本标点
https://ai.gitcode.com/ascend-tribe/openpangu-embedded-1b-model,ascend-tribe/openpangu-embedded-1b-model,openPangu-Embedded-1B
https://ai.gitcode.com/ascend-tribe/openpangu-embedded-1b-model,ascend-tribe/openpangu-embedded-1b-model,端侧语言模型
https://ai.gitcode.com/ascend-tribe/openpangu-embedded-1b-model,ascend-tribe/openpangu-embedded-1b-model,快思考模型
https://ai.gitcode.com/ascend-tribe/openpangu-embedded-1b-model,ascend-tribe/openpangu-embedded-1b-model,1B参数
https://ai.gitcode.com/ascend-tribe/openpangu-embedded-1b-model,ascend-tribe/openpangu-embedded-1b-model,昇腾NPU
https://ai.gitcode.com/ascend-tribe/openpangu-embedded-1b-model,ascend-tribe/openpangu-embedded-1b-model,GQA注意力
https://ai.gitcode.com/ascend-tribe/openpangu-embedded-1b-model,ascend-tribe/openpangu-embedded-1b-model,32k上下文
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-PT,paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-PT,ERNIE-4.5-VL
https://ai.gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-PT,paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-PT,FP8混合精度训练
https://ai.gitcode.com/ascend-tribe/openpangu-ultra-moe-718b-model,ascend-tribe/openpangu-ultra-moe-718b-model,openPangu-Ultra-MoE-718B
https://ai.gitcode.com/ascend-tribe/openpangu-ultra-moe-718b-model,ascend-tribe/openpangu-ultra-moe-718b-model,大规模混合专家语言模型
https://ai.gitcode.com/ascend-tribe/openpangu-ultra-moe-718b-model,ascend-tribe/openpangu-ultra-moe-718b-model,快慢思考融合能力
https://ai.gitcode.com/ascend-tribe/openpangu-ultra-moe-718b-model,ascend-tribe/openpangu-ultra-moe-718b-model,Multi-head-Latent-Attention
https://ai.gitcode.com/ascend-tribe/openpangu-ultra-moe-718b-model,ascend-tribe/openpangu-ultra-moe-718b-model,718B参数
https://ai.gitcode.com/ascend-tribe/openpangu-ultra-moe-718b-model,ascend-tribe/openpangu-ultra-moe-718b-model,39B激活参数
https://ai.gitcode.com/saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,FSMN-VAD
https://ai.gitcode.com/saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,语音端点检测
https://ai.gitcode.com/saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,16k中文VAD
https://ai.gitcode.com/saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,Monophone建模
https://ai.gitcode.com/saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,长音频切分
https://ai.gitcode.com/saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,PyTorch实现
https://ai.gitcode.com/ascend-tribe/openpangu-embedded-7b-model,ascend-tribe/openpangu-embedded-7b-model,openPangu-Embedded-7B
https://ai.gitcode.com/ascend-tribe/openpangu-embedded-7b-model,ascend-tribe/openpangu-embedded-7b-model,快慢思考融合
https://ai.gitcode.com/ascend-tribe/openpangu-embedded-7b-model,ascend-tribe/openpangu-embedded-7b-model,GQA注意力机制
https://ai.gitcode.com/openharmony-models/ChatGLM3-6B,openharmony-models/ChatGLM3-6B,ChatGLM3-6B
https://ai.gitcode.com/openharmony-models/ChatGLM3-6B,openharmony-models/ChatGLM3-6B,6B参数
https://ai.gitcode.com/openharmony-models/ChatGLM3-6B,openharmony-models/ChatGLM3-6B,工具调用
https://ai.gitcode.com/openharmony-models/ChatGLM3-6B,openharmony-models/ChatGLM3-6B,代码解释器
https://ai.gitcode.com/openharmony-models/ChatGLM3-6B,openharmony-models/ChatGLM3-6B,Agent任务
https://ai.gitcode.com/openharmony-models/Speech_Paraformer_ASR_6K,openharmony-models/Speech_Paraformer_ASR_6K,Paraformer
https://ai.gitcode.com/openharmony-models/Speech_Paraformer_ASR_6K,openharmony-models/Speech_Paraformer_ASR_6K,中文语音识别
https://ai.gitcode.com/openharmony-models/Speech_Paraformer_ASR_6K,openharmony-models/Speech_Paraformer_ASR_6K,长音频识别
https://ai.gitcode.com/openharmony-models/Speech_Paraformer_ASR_6K,openharmony-models/Speech_Paraformer_ASR_6K,带标点语音识别
https://ai.gitcode.com/openharmony-models/Speech_Paraformer_ASR_6K,openharmony-models/Speech_Paraformer_ASR_6K,时间戳语音识别
https://ai.gitcode.com/openharmony-models/Speech_Paraformer_ASR_6K,openharmony-models/Speech_Paraformer_ASR_6K,热词增强
https://ai.gitcode.com/openharmony-models/Speech_Paraformer_ASR_6K,openharmony-models/Speech_Paraformer_ASR_6K,非自回归语音识别
https://ai.gitcode.com/openharmony-models/ocr_small,openharmony-models/ocr_small,ocrsmall
https://ai.gitcode.com/openharmony-models/ocr_small,openharmony-models/ocr_small,验证码识别
https://ai.gitcode.com/openharmony-models/ocr_small,openharmony-models/ocr_small,纯数字型
https://ai.gitcode.com/openharmony-models/ocr_small,openharmony-models/ocr_small,数字字母型
https://ai.gitcode.com/openharmony-models/ocr_small,openharmony-models/ocr_small,纯字母型
https://ai.gitcode.com/openharmony-models/ocr_small,openharmony-models/ocr_small,web网页版
https://ai.gitcode.com/openharmony-models/dots.ocr,openharmony-models/dots.ocr,dots-ocr
https://ai.gitcode.com/openharmony-models/dots.ocr,openharmony-models/dots.ocr,布局检测
https://ai.gitcode.com/openharmony-models/dots.ocr,openharmony-models/dots.ocr,内容识别
https://ai.gitcode.com/openharmony-models/dots.ocr,openharmony-models/dots.ocr,表格识别
https://ai.gitcode.com/openharmony-models/dots.ocr,openharmony-models/dots.ocr,公式识别
https://ai.gitcode.com/openharmony-models/dots.ocr,openharmony-models/dots.ocr,阅读顺序
https://ai.gitcode.com/openharmony-models/dots.ocr,openharmony-models/dots.ocr,1.7B参数
https://ai.gitcode.com/openharmony-models/Qwen-Image,openharmony-models/Qwen-Image,中文渲染
https://ai.gitcode.com/openharmony-models/Qwen-Image,openharmony-models/Qwen-Image,图像编辑
https://ai.gitcode.com/saulcy/speech_paraformer-large-vad-punc_asr_nat-zh-cn-16k-common-vocab8404-pytorch,saulcy/speech_paraformer-large-vad-punc_asr_nat-zh-cn-16k-common-vocab8404-pytorch,Paraformer-large
https://ai.gitcode.com/saulcy/speech_paraformer-large-vad-punc_asr_nat-zh-cn-16k-common-vocab8404-pytorch,saulcy/speech_paraformer-large-vad-punc_asr_nat-zh-cn-16k-common-vocab8404-pytorch,热词定制
https://ai.gitcode.com/saulcy/speech_paraformer-large-vad-punc_asr_nat-zh-cn-16k-common-vocab8404-pytorch,saulcy/speech_paraformer-large-vad-punc_asr_nat-zh-cn-16k-common-vocab8404-pytorch,带时间戳字幕
https://ai.gitcode.com/openharmony-models/Wan2.2-T2V-A14B,openharmony-models/Wan2.2-T2V-A14B,Wan2.2
https://ai.gitcode.com/openharmony-models/Wan2.2-T2V-A14B,openharmony-models/Wan2.2-T2V-A14B,Cinematic-level-Aesthetics
https://ai.gitcode.com/openharmony-models/Wan2.2-T2V-A14B,openharmony-models/Wan2.2-T2V-A14B,视频扩散模型
https://ai.gitcode.com/openharmony-models/t5_small,openharmony-models/t5_small,t5small
https://ai.gitcode.com/openharmony-models/t5_small,openharmony-models/t5_small,Text-To-Text-Transfer-Transformer
https://ai.gitcode.com/openharmony-models/t5_small,openharmony-models/t5_small,统一文本格式
https://ai.gitcode.com/openharmony-models/t5_small,openharmony-models/t5_small,NLP任务
https://ai.gitcode.com/openharmony-models/t5_small,openharmony-models/t5_small,模型框架
https://ai.gitcode.com/openMind/LongWriter-glm4-9b,openMind/LongWriter-glm4-9b,LongWriter-glm4-9b
https://ai.gitcode.com/openMind/LongWriter-glm4-9b,openMind/LongWriter-glm4-9b,智谱AI
https://ai.gitcode.com/openMind/LongWriter-glm4-9b,openMind/LongWriter-glm4-9b,长文生成
https://ai.gitcode.com/openMind/LongWriter-glm4-9b,openMind/LongWriter-glm4-9b,10000字生成
https://ai.gitcode.com/openMind/LongWriter-glm4-9b,openMind/LongWriter-glm4-9b,chatglm
https://ai.gitcode.com/openharmony-models/DeepSeek-R1-Distill-Llama-8B,openharmony-models/DeepSeek-R1-Distill-Llama-8B,DeepSeek-R1
https://ai.gitcode.com/openharmony-models/DeepSeek-R1-Distill-Llama-8B,openharmony-models/DeepSeek-R1-Distill-Llama-8B,链式思维
https://ai.gitcode.com/openharmony-models/DeepSeek-R1-Distill-Llama-8B,openharmony-models/DeepSeek-R1-Distill-Llama-8B,自我验证
https://ai.gitcode.com/openharmony-models/DeepSeek-R1-Distill-Llama-8B,openharmony-models/DeepSeek-R1-Distill-Llama-8B,强化学习
https://ai.gitcode.com/openharmony-models/DeepSeek-R1-Distill-Llama-8B,openharmony-models/DeepSeek-R1-Distill-Llama-8B,8B参数
https://ai.gitcode.com/openMind/Llama2-Chinese-7b-Chat,openMind/Llama2-Chinese-7b-Chat,Llama2-Chinese-7b-Chat
https://ai.gitcode.com/openMind/Llama2-Chinese-7b-Chat,openMind/Llama2-Chinese-7b-Chat,LoRA微调
https://ai.gitcode.com/openMind/Llama2-Chinese-7b-Chat,openMind/Llama2-Chinese-7b-Chat,中文指令集
https://ai.gitcode.com/openharmony-models/DeepSeek-R1-Distill-Qwen-7B,openharmony-models/DeepSeek-R1-Distill-Qwen-7B,鸿蒙PC
https://ai.gitcode.com/MooYeh/instruct-pix2pix,MooYeh/instruct-pix2pix,InstructPix2Pix
https://ai.gitcode.com/MooYeh/instruct-pix2pix,MooYeh/instruct-pix2pix,图像编辑指令
https://ai.gitcode.com/MooYeh/instruct-pix2pix,MooYeh/instruct-pix2pix,图像到图像
https://ai.gitcode.com/MooYeh/instruct-pix2pix,MooYeh/instruct-pix2pix,StableDiffusionInstructPix2PixPipeline
https://ai.gitcode.com/MooYeh/instruct-pix2pix,MooYeh/instruct-pix2pix,EulerAncestralDiscreteScheduler
https://ai.gitcode.com/openMind/Qwen2.5_7B_Instruct,openMind/Qwen2.5_7B_Instruct,Qwen2.57BInstruct
https://ai.gitcode.com/openMind/Qwen2.5_7B_Instruct,openMind/Qwen2.5_7B_Instruct,指令精调模型
https://ai.gitcode.com/openMind/Qwen2.5_7B_Instruct,openMind/Qwen2.5_7B_Instruct,代码与数学领域
https://ai.gitcode.com/openMind/Qwen2.5_7B_Instruct,openMind/Qwen2.5_7B_Instruct,结构化数据理解
https://ai.gitcode.com/openMind/Qwen2.5_7B_Instruct,openMind/Qwen2.5_7B_Instruct,多语言支持
https://ai.gitcode.com/MooYeh/bloom_7b1,MooYeh/bloom_7b1,bloom7b1
https://ai.gitcode.com/MooYeh/bloom_7b1,MooYeh/bloom_7b1,Text-Generation
https://ai.gitcode.com/MooYeh/bloom_7b1,MooYeh/bloom_7b1,多语言
https://ai.gitcode.com/MooYeh/bloom_7b1,MooYeh/bloom_7b1,自回归模型
https://ai.gitcode.com/openMind/blip_vqa_base,openMind/blip_vqa_base,BLIP
https://ai.gitcode.com/openMind/blip_vqa_base,openMind/blip_vqa_base,视觉问答
